Date,Close,High,Low,Open,Volume
12/4/2002,31.08333397,32.85654481,30.65808541,31.59684236,2594928
12/5/2002,31.86965561,32.80841285,30.89077803,30.89077803,1720264
12/6/2002,32.70410156,33.16946807,31.86162595,32.41525229,1139968
12/9/2002,31.13147354,33.20155508,30.82657865,32.57571716,975768
12/10/2002,31.84558105,32.41525559,30.34517342,30.56983262,837808
12/11/2002,33.34599304,34.65383537,32.57572901,32.73620058,3286400
12/12/2002,33.61878967,34.66185475,33.37808235,33.37808235,2568024
12/13/2002,33.75520706,34.45325716,33.55461753,34.01998426,1112288
12/16/2002,32.30292511,34.45324301,32.11035973,34.18044185,1231456
12/17/2002,31.70915604,32.91269178,31.38821317,32.91269178,855656
12/18/2002,31.4122982,32.55966852,31.19566068,32.06220831,618096
12/19/2002,34.06811523,34.90256692,31.69313548,32.04617245,3770256
12/20/2002,34.34892654,35.27163771,33.69901645,34.50137399,2952072
12/23/2002,33.12934875,34.50940497,32.89666551,34.5013809,1277744
12/24/2002,34.49335861,34.66185423,33.09725664,33.2176103,1729840
12/25/2002,34.49335861,34.49335861,34.49335861,34.49335861,0
12/26/2002,35.472229,35.91352567,34.18043281,34.75813125,2894448
12/27/2002,34.6698761,35.86538856,34.52545025,35.72096516,956984
12/30/2002,36.68377304,37.0528554,33.86749871,34.66183187,4253744
12/31/2002,38.58538437,39.21122489,35.94562782,36.92450527,9998480
1/1/2003,39.21122742,39.78089951,38.50515107,38.50515107,6027072
1/2/2003,37.42197418,40.39069859,37.17324273,39.49205916,5325328
1/3/2003,37.87931442,39.18715673,37.55034722,38.51317663,4198040
1/6/2003,36.75599289,38.63350871,36.50726161,38.46501317,4121520
1/7/2003,36.33076477,37.55034976,35.98575185,37.2294066,2650800
1/8/2003,37.63059235,37.9675837,36.53938491,36.81218616,2648456
1/9/2003,37.99967194,38.60946445,37.51825718,37.87129418,2630400
1/10/2003,35.67282104,38.51316659,35.47223164,38.51316659,1702816
1/13/2003,36.03388214,36.4270369,34.82232161,36.09004571,2421496
1/14/2003,36.51530075,37.6305775,36.26656936,36.41099278,2239360
1/15/2003,37.24546432,37.63059524,36.60357784,36.81218899,2759760
1/16/2003,37.77499771,38.64154545,36.92450055,37.5262688,2842656
1/17/2003,36.92449188,37.87127272,36.76402039,37.30962249,1284144
1/20/2003,35.74503708,36.89240766,35.48026001,36.74798425,928872
1/21/2003,34.81429672,36.30668239,34.66184926,35.793174,1147240
1/22/2003,34.96673584,35.7851414,34.70998293,35.11116165,1081352
1/23/2003,33.68297195,34.96674415,33.23365365,34.50137771,1001872
1/24/2003,32.47942352,34.32484537,32.02208132,33.77924337,1436848
1/27/2003,30.21679306,32.07826155,29.7032846,30.8105373,916832
1/28/2003,32.32699203,32.57572342,29.68723563,30.89879627,2043224
1/29/2003,31.4122982,32.89665968,31.16356687,32.43129327,1370440
1/30/2003,31.89371109,32.8003741,31.30799109,31.30799109,1203464
1/31/2003,31.12345314,32.1665181,30.92286373,31.29194874,1083040
2/3/2003,33.49842072,33.68296193,31.21170218,31.33205578,1566808
2/4/2003,32.44734955,34.32486635,32.10233667,33.53855667,1311144
2/5/2003,31.84558105,32.41525559,31.34812068,31.9338409,845080
2/6/2003,32.48746872,32.67201249,31.53266337,31.8937244,946624
2/7/2003,32.17454147,33.32191192,31.81348053,32.18256554,1023440
2/10/2003,31.1074028,32.23872497,31.00309485,31.77335858,449688
2/11/2003,30.82658958,31.92581837,30.65006988,31.13148459,701960
2/12/2003,30.41737747,31.29194678,30.18469425,31.14752339,459064
2/13/2003,30.41737747,30.41737747,30.41737747,30.41737747,0
2/14/2003,28.87685013,30.71424858,28.60404903,29.29407707,790336
2/17/2003,30.71425438,30.81053829,29.39036406,29.68723742,795272
2/18/2003,30.52971458,31.45242606,30.37726709,31.19567059,819688
2/19/2003,30.54576683,31.10741737,30.43343476,30.97101555,455960
2/20/2003,30.44948006,30.64204545,29.41443893,29.78352403,542944
2/21/2003,29.91991234,30.77843589,29.79955871,30.48958668,494544
2/24/2003,30.10447121,30.64204956,29.84771568,30.64204956,326488
2/25/2003,29.39838409,30.16864794,29.13360705,29.13360705,264440
2/26/2003,28.88488197,30.13656068,28.66022276,29.70328794,422312
2/27/2003,29.32616806,29.81560665,28.69230609,28.72439991,280480
2/28/2003,30.84262466,31.13147388,29.55885255,30.41737613,694688
3/3/2003,30.50562477,31.44438132,29.70326749,29.70326749,500896
3/4/2003,29.74339867,30.16864724,29.52676112,30.16864724,255760
3/5/2003,29.86375999,30.168655,28.84476455,29.41443911,471552
3/6/2003,29.05336952,30.10445848,28.88487393,30.10445848,265080
3/7/2003,28.24299431,29.51071864,28.12264064,29.51071864,518664
3/10/2003,26.33338356,28.40346567,25.91615653,28.13868858,346400
3/11/2003,26.9672451,27.88995654,25.40264745,25.6754486,497168
3/12/2003,26.56605911,27.71342944,26.44570548,27.71342944,481872
3/13/2003,26.9110775,27.42458595,26.31733327,27.09562124,390112
3/14/2003,26.9110775,26.9110775,26.9110775,26.9110775,0
3/17/2003,26.83084297,27.60110691,25.85196797,26.17291108,373856
3/18/2003,26.83084297,26.83084297,26.83084297,26.83084297,0
3/19/2003,26.77466965,27.76156835,26.51791428,27.52086111,374256
3/20/2003,27.42457199,27.60109158,26.31731988,26.87897,537616
3/21/2003,27.42457199,27.42457199,27.42457199,27.42457199,0
3/24/2003,26.69444847,28.08252667,26.47781086,27.8418193,328920
3/25/2003,26.3093071,27.26411222,25.7556808,27.26411222,351496
3/26/2003,26.1889534,27.11968877,25.75568076,27.11968877,260264
3/27/2003,25.94021797,26.31732699,25.67544097,25.98033585,241056
3/28/2003,25.78776741,26.63826678,25.67543786,26.63826678,218000
3/31/2003,24.64040184,25.49090137,20.84524901,20.84524901,230712
4/2/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/3/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/4/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/7/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/8/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/9/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/10/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/11/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/14/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/15/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/16/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/17/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/18/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/21/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/22/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/23/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/24/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/25/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/28/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/29/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
4/30/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/1/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/2/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/5/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/6/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/7/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/8/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/9/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/12/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/13/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/14/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/15/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/16/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/19/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/20/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/21/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/22/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/23/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/26/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/27/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/28/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/29/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
5/30/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/2/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/3/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/4/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/5/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/6/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/9/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/10/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/11/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/12/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/13/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/16/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/17/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/18/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/19/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/20/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/23/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/24/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/25/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/26/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/27/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
6/30/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/1/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/2/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/3/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/4/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/7/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/8/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/9/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/10/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/11/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/14/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/15/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/16/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/17/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/18/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/21/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/22/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/23/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/24/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/25/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/28/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/29/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/30/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
7/31/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/1/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/4/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/5/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/6/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/7/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/8/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/11/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/12/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/13/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/14/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/15/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/18/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/19/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/20/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/21/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/22/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/25/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/26/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/27/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/28/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
8/29/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/1/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/2/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/3/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/4/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/5/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/8/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/9/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/10/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/11/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/12/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/15/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/16/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/17/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/18/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/19/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/22/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/23/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/24/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/25/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/26/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/29/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
9/30/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/1/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/2/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/3/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/6/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/7/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/8/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/9/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/10/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/13/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/14/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/15/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/16/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/17/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/20/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/21/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/22/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/23/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/24/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/27/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/28/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/29/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/30/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
10/31/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/3/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/4/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/5/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/6/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/7/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/10/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/11/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/12/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/13/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/14/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/17/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/18/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/19/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/20/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/21/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/24/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/25/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/26/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/27/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
11/28/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/1/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/2/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/3/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/4/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/5/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/8/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/9/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/10/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/11/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/12/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/15/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/16/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/17/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/18/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/19/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/22/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/23/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/24/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/25/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/26/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/29/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/30/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
12/31/2003,24.64040184,24.64040184,24.64040184,24.64040184,0
1/1/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/2/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/5/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/6/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/7/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/8/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/9/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/12/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/13/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/14/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/15/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/16/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/19/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/20/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/21/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/22/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/23/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/26/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/27/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/28/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/29/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
1/30/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/2/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/3/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/4/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/5/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/6/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/9/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/10/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/11/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/12/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/13/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/16/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/17/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/18/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/19/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/20/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/23/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/24/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/25/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/26/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
2/27/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
3/1/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
3/2/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
3/3/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
3/4/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
3/5/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
3/8/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
3/9/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
3/10/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
3/11/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
3/12/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
3/15/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
3/16/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
3/17/2004,24.64040184,24.64040184,24.64040184,24.64040184,0
